wordpair,boardnames,alpha,budget,clue,clue_probs_union,clue_probs_intersection
army-drum,e2_board8_words,0.0,budget=128,marching,0.00011362015248217653,1e-09
army-drum,e2_board8_words,0.0,budget=128,war,9.801793123963999e-05,0.0008712581890973613
army-drum,e2_board8_words,0.0,budget=128,military,0.00011417457504846201,0.0010148707714966985
army-drum,e2_board8_words,0.0,budget=256,beat,8.484842297934682e-05,0.00044476189637418387
army-drum,e2_board8_words,0.0,budget=256,marching,0.00010598636902157225,1e-09
army-drum,e2_board8_words,0.0,budget=256,war,9.143241233306055e-05,0.000479274118143797
army-drum,e2_board8_words,0.0,budget=256,military,0.00010650354166586558,0.000558274573628875
army-drum,e2_board8_words,0.0,budget=512,beat,8.185087761761428e-05,0.00026894680699770087
army-drum,e2_board8_words,0.0,budget=512,marching,0.00010224205725110105,1e-09
army-drum,e2_board8_words,0.0,budget=512,war,8.82022662221812e-05,0.00028981629227286247
army-drum,e2_board8_words,0.0,budget=512,military,0.00010274095909663724,0.00033758774128251506
bad-actress,e1_board8_words,0.0,budget=2,movie,0.005644516094661882,1e-09
bad-actress,e1_board8_words,0.0,budget=2,music,1e-09,1e-09
bad-actress,e1_board8_words,0.0,budget=2,drama,0.005062417720534279,1e-09
bad-actress,e1_board8_words,0.0,budget=4,movie,0.0006683248163499345,0.16997483609225503
bad-actress,e1_board8_words,0.0,budget=4,music,0.0006261772331609489,1e-09
bad-actress,e1_board8_words,0.0,budget=4,drama,0.0005994029136638321,1e-09
bad-actress,e1_board8_words,0.0,budget=8,movie,0.0002924471210197955,0.04633977716872861
bad-actress,e1_board8_words,0.0,budget=8,music,0.00027400408395156353,1e-09
bad-actress,e1_board8_words,0.0,budget=8,drama,0.000262288115215044,1e-09
bad-actress,e1_board8_words,0.0,budget=16,movie,0.00018464243140505371,0.013642349099917897
bad-actress,e1_board8_words,0.0,budget=16,music,0.00017299804525108172,1e-09
bad-actress,e1_board8_words,0.0,budget=16,drama,0.00016560093035990748,1e-09
bad-actress,e1_board8_words,0.0,budget=32,movie,0.0001377729886522247,0.004820779133864204
bad-actress,e1_board8_words,0.0,budget=32,music,0.00012908440136898014,0.004516759015787548
bad-actress,e1_board8_words,0.0,budget=32,drama,0.0001235649624285056,1e-09
bad-actress,e1_board8_words,0.0,budget=64,movie,0.00011375972350440787,0.0018813229608886637
bad-actress,e1_board8_words,0.0,budget=64,music,0.00010658552124128627,0.0017626782329665965
bad-actress,e1_board8_words,0.0,budget=64,drama,0.00010202809780211849,0.0016873089801724272
bad-actress,e1_board8_words,0.0,budget=128,movie,0.00010075081079414182,0.0008918748032164737
bad-actress,e1_board8_words,0.0,budget=128,music,9.43970093559495e-05,0.0008356291475964613
bad-actress,e1_board8_words,0.0,budget=128,drama,9.036074685034849e-05,0.0007998990050840772
bad-actress,e1_board8_words,0.0,budget=256,movie,9.412663510144505e-05,0.0004996863226490414
bad-actress,e1_board8_words,0.0,budget=256,music,8.819058411817555e-05,0.00046817384497797225
bad-actress,e1_board8_words,0.0,budget=256,drama,8.441969825588091e-05,0.00044815549323695334
bad-actress,e1_board8_words,0.0,budget=512,movie,9.093427417044272e-05,0.0003027421969742465
bad-actress,e1_board8_words,0.0,budget=512,music,8.519954789428724e-05,0.0002836499058911829
bad-actress,e1_board8_words,0.0,budget=512,drama,8.155655387354291e-05,0.0002715214975053962
bat-bounce,e1_board9_words,0.0,budget=2,ball,0.005792479205654561,1.0
bat-bounce,e1_board9_words,0.0,budget=2,move,0.005949082068257681,1e-09
bat-bounce,e1_board9_words,0.0,budget=2,sport,0.006407955455661606,1e-09
bat-bounce,e1_board9_words,0.0,budget=4,ball,0.0005674542125151736,0.12087402547294582
bat-bounce,e1_board9_words,0.0,budget=4,move,0.0005827956493889266,1e-09
bat-bounce,e1_board9_words,0.0,budget=4,sport,0.0006277487044537206,1e-09
bat-bounce,e1_board9_words,0.0,budget=8,ball,0.00024764167604696076,0.035026257154041666
bat-bounce,e1_board9_words,0.0,budget=8,move,0.0002543368050222932,1e-09
bat-bounce,e1_board9_words,0.0,budget=8,sport,0.0002739546872305062,1e-09
bat-bounce,e1_board9_words,0.0,budget=16,ball,0.0001589379007574851,0.012123036993859316
bat-bounce,e1_board9_words,0.0,budget=16,move,0.00016323487435912623,1e-09
bat-bounce,e1_board9_words,0.0,budget=16,sport,0.00017582574785527275,1e-09
bat-bounce,e1_board9_words,0.0,budget=32,ball,0.00011799704813296903,0.0039234374218121496
bat-bounce,e1_board9_words,0.0,budget=32,move,0.00012118716325643854,1e-09
bat-bounce,e1_board9_words,0.0,budget=32,sport,0.000130534750577526,1e-09
bat-bounce,e1_board9_words,0.0,budget=64,ball,9.710122633169808e-05,0.0015556332438594444
bat-bounce,e1_board9_words,0.0,budget=64,move,9.972641141496488e-05,0.0015976906445853982
bat-bounce,e1_board9_words,0.0,budget=64,sport,0.00010741865631839157,1e-09
bat-bounce,e1_board9_words,0.0,budget=128,ball,8.560619312232491e-05,0.0007394120191035849
bat-bounce,e1_board9_words,0.0,budget=128,move,8.792060365770063e-05,0.0007594024298972461
bat-bounce,e1_board9_words,0.0,budget=128,sport,9.470222555501339e-05,0.0008179777800792578
bat-bounce,e1_board9_words,0.0,budget=256,ball,7.977662013019706e-05,0.00042171898451637664
bat-bounce,e1_board9_words,0.0,budget=256,move,8.193342495204171e-05,0.000433120389311214
bat-bounce,e1_board9_words,0.0,budget=256,sport,8.825323493582962e-05,0.00046652847108191156
bat-bounce,e1_board9_words,0.0,budget=512,ball,7.731185688531935e-05,0.00025086424500781227
bat-bounce,e1_board9_words,0.0,budget=512,move,7.940202547661699e-05,0.00025764649790820094
bat-bounce,e1_board9_words,0.0,budget=512,sport,8.552657981611676e-05,0.000277519668237909
beginning-brake,e1_board2_words,0.0,budget=2,start,0.008160497122731314,1e-09
beginning-brake,e1_board2_words,0.0,budget=2,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,0.0,budget=2,time,0.006987559832314185,1e-09
beginning-brake,e1_board2_words,0.0,budget=2,end,0.00688089302692461,1.0
beginning-brake,e1_board2_words,0.0,budget=4,start,0.0007420102026614432,0.1419618224181469
beginning-brake,e1_board2_words,0.0,budget=4,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,0.0,budget=4,time,0.000635358435804343,1e-09
beginning-brake,e1_board2_words,0.0,budget=4,end,0.0006256595342920933,0.11970154504994106
beginning-brake,e1_board2_words,0.0,budget=8,start,0.0003180928748938746,0.03822400497816893
beginning-brake,e1_board2_words,0.0,budget=8,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,0.0,budget=8,time,0.00027237225405819955,1e-09
beginning-brake,e1_board2_words,0.0,budget=8,end,0.0002682144251573593,0.03223030231611467
beginning-brake,e1_board2_words,0.0,budget=16,start,0.00019824229498692007,0.012723163074114934
beginning-brake,e1_board2_words,0.0,budget=16,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,0.0,budget=16,time,0.00016974822448718012,0.010894417570349259
beginning-brake,e1_board2_words,0.0,budget=16,end,0.00016715697643190537,0.01072811162854749
beginning-brake,e1_board2_words,0.0,budget=32,start,0.00014734376420735243,0.004780181343910886
beginning-brake,e1_board2_words,0.0,budget=32,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,0.0,budget=32,time,0.00012616552065797075,0.00409310886917019
beginning-brake,e1_board2_words,0.0,budget=32,end,0.00012423957320823834,0.004030626563807013
beginning-brake,e1_board2_words,0.0,budget=64,start,0.0001208342784063022,0.0020631682492456213
beginning-brake,e1_board2_words,0.0,budget=64,stoplight,6.955175951052228e-05,1e-09
beginning-brake,e1_board2_words,0.0,budget=64,time,0.00010346633758458427,0.0017666217350383046
beginning-brake,e1_board2_words,0.0,budget=64,end,0.00010188689870171864,0.0017396538233022392
beginning-brake,e1_board2_words,0.0,budget=128,start,0.00010695134346138554,0.0009417787169647184
beginning-brake,e1_board2_words,0.0,budget=128,stoplight,6.156079398878248e-05,1e-09
beginning-brake,e1_board2_words,0.0,budget=128,time,9.157884628144879e-05,0.0008064135106745174
beginning-brake,e1_board2_words,0.0,budget=128,end,9.018087285316688e-05,0.0007941034117171027
beginning-brake,e1_board2_words,0.0,budget=256,start,9.995095434985414e-05,0.0005112879198940817
beginning-brake,e1_board2_words,0.0,budget=256,stoplight,5.753139615244867e-05,1e-09
beginning-brake,e1_board2_words,0.0,budget=256,time,8.558464800766342e-05,0.0004377986877597958
beginning-brake,e1_board2_words,0.0,budget=256,end,8.427817747825897e-05,0.0004311155839942829
beginning-brake,e1_board2_words,0.0,budget=512,start,9.661237062325084e-05,0.0003135883971449447
beginning-brake,e1_board2_words,0.0,budget=512,stoplight,5.560971982416644e-05,1e-09
beginning-brake,e1_board2_words,0.0,budget=512,time,8.272593080036871e-05,0.000268515220925218
beginning-brake,e1_board2_words,0.0,budget=512,end,8.146309928649071e-05,0.00026441627057603956
birds-aircraft,e1_board2_words,0.0,budget=2,flight,0.007347667005145401,0.20959563903657302
birds-aircraft,e1_board2_words,0.0,budget=2,fly,0.007547462173235233,0.2152948896834631
birds-aircraft,e1_board2_words,0.0,budget=2,sky,0.005634638883340681,0.1607307103965229
birds-aircraft,e1_board2_words,0.0,budget=4,flight,0.0007356196921373847,0.0643295125883645
birds-aircraft,e1_board2_words,0.0,budget=4,fly,0.0007556224031935414,0.06607873799171073
birds-aircraft,e1_board2_words,0.0,budget=4,sky,0.0005641180142983883,0.04933179099201428
birds-aircraft,e1_board2_words,0.0,budget=8,flight,0.00031259938548471353,0.03182000748510143
birds-aircraft,e1_board2_words,0.0,budget=8,fly,0.000321099477653283,0.03268524589882562
birds-aircraft,e1_board2_words,0.0,budget=8,sky,0.00023972026101987332,0.024401521097538636
birds-aircraft,e1_board2_words,0.0,budget=16,flight,0.0001931509513690793,0.013565450137081695
birds-aircraft,e1_board2_words,0.0,budget=16,fly,0.0001984030438725191,0.013934317069735897
birds-aircraft,e1_board2_words,0.0,budget=16,sky,0.0001481199216263234,0.010402813948821175
birds-aircraft,e1_board2_words,0.0,budget=32,flight,0.00014188552761804305,0.004747425134901021
birds-aircraft,e1_board2_words,0.0,budget=32,fly,0.0001457436288112667,0.004876515443723839
birds-aircraft,e1_board2_words,0.0,budget=32,sky,0.00010880647018163458,0.0036406149383375356
birds-aircraft,e1_board2_words,0.0,budget=64,flight,0.00011685691766411206,0.0018599377160618167
birds-aircraft,e1_board2_words,0.0,budget=64,fly,0.0001200344497284818,0.0019105124860339673
birds-aircraft,e1_board2_words,0.0,budget=64,sky,8.961300663141804e-05,0.0014263135997010772
birds-aircraft,e1_board2_words,0.0,budget=128,flight,0.00010383603642135205,0.0009254580518179623
birds-aircraft,e1_board2_words,0.0,budget=128,fly,0.00010665950927825452,0.0009506227805534339
birds-aircraft,e1_board2_words,0.0,budget=128,sky,7.962780130101328e-05,0.0007096976387229479
birds-aircraft,e1_board2_words,0.0,budget=256,flight,9.672054290067123e-05,0.0005003171493111768
birds-aircraft,e1_board2_words,0.0,budget=256,fly,9.935053376893555e-05,0.0005139215966649903
birds-aircraft,e1_board2_words,0.0,budget=256,sky,7.417120719601228e-05,0.0003836736832979458
birds-aircraft,e1_board2_words,0.0,budget=512,flight,9.383934529064343e-05,0.00030088296252557886
birds-aircraft,e1_board2_words,0.0,budget=512,fly,9.63909916503185e-05,0.0003090644658559649
birds-aircraft,e1_board2_words,0.0,budget=512,sky,7.196172926612212e-05,0.00023073539380515443
breeze-bubble,e1_board8_words,0.0,budget=2,air,0.007722860772962595,0.49887425083190334
breeze-bubble,e1_board8_words,0.0,budget=2,effect,1e-09,1e-09
breeze-bubble,e1_board8_words,0.0,budget=2,outside,0.007194097733913194,1e-09
breeze-bubble,e1_board8_words,0.0,budget=2,wind,0.008690993539737379,1e-09
breeze-bubble,e1_board8_words,0.0,budget=4,air,0.000736767596477939,0.1316893000558837
breeze-bubble,e1_board8_words,0.0,budget=4,effect,1e-09,1e-09
breeze-bubble,e1_board8_words,0.0,budget=4,outside,0.0006863231452778495,1e-09
breeze-bubble,e1_board8_words,0.0,budget=4,wind,0.0008291282996703866,0.14819778443308287
breeze-bubble,e1_board8_words,0.0,budget=8,air,0.00031769223959018407,0.03252026744720282
breeze-bubble,e1_board8_words,0.0,budget=8,effect,0.0002702900621480767,1e-09
breeze-bubble,e1_board8_words,0.0,budget=8,outside,0.0002959407256076686,1e-09
breeze-bubble,e1_board8_words,0.0,budget=8,wind,0.0003575179306053718,0.036596986868345345
breeze-bubble,e1_board8_words,0.0,budget=16,air,0.00019514066448730403,0.01285733552161066
breeze-bubble,e1_board8_words,0.0,budget=16,effect,0.00016602414462477816,1e-09
breeze-bubble,e1_board8_words,0.0,budget=16,outside,0.00018177991983194702,1e-09
breeze-bubble,e1_board8_words,0.0,budget=16,wind,0.0002196033703387123,0.014469122678963954
breeze-bubble,e1_board8_words,0.0,budget=32,air,0.00014421037790666414,0.0045956414783838865
breeze-bubble,e1_board8_words,0.0,budget=32,effect,0.00012269305683094885,1e-09
breeze-bubble,e1_board8_words,0.0,budget=32,outside,0.00013433668991382226,1e-09
breeze-bubble,e1_board8_words,0.0,budget=32,wind,0.00016228849639990451,0.005171748083225084
breeze-bubble,e1_board8_words,0.0,budget=64,air,0.00011912794287807633,0.0018979576458193874
breeze-bubble,e1_board8_words,0.0,budget=64,effect,0.0001013531181171561,1e-09
breeze-bubble,e1_board8_words,0.0,budget=64,outside,0.00011097158023426926,0.0017680097052448322
breeze-bubble,e1_board8_words,0.0,budget=64,wind,0.0001340617437491877,0.0021358843728298497
breeze-bubble,e1_board8_words,0.0,budget=128,air,0.00010517449862799891,0.000912598897690536
breeze-bubble,e1_board8_words,0.0,budget=128,effect,8.948163734570802e-05,1e-09
breeze-bubble,e1_board8_words,0.0,budget=128,outside,9.797348993964676e-05,0.0008501157608372389
breeze-bubble,e1_board8_words,0.0,budget=128,wind,0.00011835910486968501,0.0010270016976050328
breeze-bubble,e1_board8_words,0.0,budget=256,air,9.787526943888382e-05,0.0005036975559316294
breeze-bubble,e1_board8_words,0.0,budget=256,effect,8.327151048298081e-05,0.0004285419243234199
breeze-bubble,e1_board8_words,0.0,budget=256,outside,9.11740189000333e-05,0.00046921076945885017
breeze-bubble,e1_board8_words,0.0,budget=256,wind,0.000110144849091599,0.0005668407515397922
breeze-bubble,e1_board8_words,0.0,budget=512,air,9.454080160343169e-05,0.0003087329093155769
breeze-bubble,e1_board8_words,0.0,budget=512,effect,8.043457143896214e-05,0.00026266753432098043
breeze-bubble,e1_board8_words,0.0,budget=512,outside,8.806785290739812e-05,0.0002875948160385645
breeze-bubble,e1_board8_words,0.0,budget=512,wind,0.00010639237455291072,0.0003474354645573517
candle-wick,e2_board9_words,0.0,budget=2,fire,0.0076711482581300755,0.10091934604853259
candle-wick,e2_board9_words,0.0,budget=2,melt,0.007518353419311564,1e-09
candle-wick,e2_board9_words,0.0,budget=2,light,0.0096016060568223,0.1263158749725869
candle-wick,e2_board9_words,0.0,budget=2,flame,0.008823315809145516,0.11607691983985977
candle-wick,e2_board9_words,0.0,budget=4,fire,0.000631607357519688,0.05000466716835994
candle-wick,e2_board9_words,0.0,budget=4,melt,0.0006190269274274228,1e-09
candle-wick,e2_board9_words,0.0,budget=4,light,0.0007905524473558848,0.06258842861552824
candle-wick,e2_board9_words,0.0,budget=4,flame,0.0007264715783415889,0.057515114492807225
candle-wick,e2_board9_words,0.0,budget=8,fire,0.0002509449275605347,0.023045773083579846
candle-wick,e2_board9_words,0.0,budget=8,melt,0.00024594657679625446,1e-09
candle-wick,e2_board9_words,0.0,budget=8,light,0.00031409565495497266,0.028845281954880522
candle-wick,e2_board9_words,0.0,budget=8,flame,0.00028863558258349564,0.02650713128465811
candle-wick,e2_board9_words,0.0,budget=16,fire,0.00015047712184815157,0.010702883947414142
candle-wick,e2_board9_words,0.0,budget=16,melt,0.00014747990072753325,1e-09
candle-wick,e2_board9_words,0.0,budget=16,light,0.00018834495122932096,0.013396283304268694
candle-wick,e2_board9_words,0.0,budget=16,flame,0.00017307802214751547,0.012310402818324422
candle-wick,e2_board9_words,0.0,budget=32,fire,0.00011023198120928186,0.0035958135558699345
candle-wick,e2_board9_words,0.0,budget=32,melt,0.00010803636756256776,1e-09
candle-wick,e2_board9_words,0.0,budget=32,light,0.00013797205096549133,0.004500706290046398
candle-wick,e2_board9_words,0.0,budget=32,flame,0.00012678826555678806,0.004135886509639789
candle-wick,e2_board9_words,0.0,budget=64,fire,8.990804114816286e-05,0.0015258762784426702
candle-wick,e2_board9_words,0.0,budget=64,melt,8.811724214474608e-05,1e-09
candle-wick,e2_board9_words,0.0,budget=64,light,0.00011253355604623113,0.0019098656972936564
candle-wick,e2_board9_words,0.0,budget=64,flame,0.00010341177280613048,0.0017550551543720468
candle-wick,e2_board9_words,0.0,budget=128,fire,7.966173112290959e-05,0.0007223015074138069
candle-wick,e2_board9_words,0.0,budget=128,melt,7.80750193351367e-05,1e-09
candle-wick,e2_board9_words,0.0,budget=128,light,9.970874428558186e-05,0.0009040699377809744
candle-wick,e2_board9_words,0.0,budget=128,flame,9.162651899677955e-05,0.0008307875294392224
candle-wick,e2_board9_words,0.0,budget=256,fire,7.474212572359368e-05,0.00039072124329422154
candle-wick,e2_board9_words,0.0,budget=256,melt,7.325340321835647e-05,1e-09
candle-wick,e2_board9_words,0.0,budget=256,light,9.355111163271463e-05,0.0004890469236032493
candle-wick,e2_board9_words,0.0,budget=256,flame,8.596801382468387e-05,0.0004494055918256038
candle-wick,e2_board9_words,0.0,budget=512,fire,7.237748101422016e-05,0.00023395307363332734
candle-wick,e2_board9_words,0.0,budget=512,melt,7.093585778213921e-05,1e-09
candle-wick,e2_board9_words,0.0,budget=512,light,9.05913999702929e-05,0.00029282777143946315
candle-wick,e2_board9_words,0.0,budget=512,flame,8.32482114763046e-05,0.00026909163839968636
cave-knight,e2_board1_words,0.0,budget=2,castle,0.005903744854559146,1e-09
cave-knight,e2_board1_words,0.0,budget=2,opposite,1e-09,1e-09
cave-knight,e2_board1_words,0.0,budget=2,dark,0.004206773747178217,1.0
cave-knight,e2_board1_words,0.0,budget=2,medieval,0.0062865781043822105,1e-09
cave-knight,e2_board1_words,0.0,budget=4,castle,0.0005258569424590382,1e-09
cave-knight,e2_board1_words,0.0,budget=4,opposite,1e-09,1e-09
cave-knight,e2_board1_words,0.0,budget=4,dark,0.0003747047399244828,0.13219640319147244
cave-knight,e2_board1_words,0.0,budget=4,medieval,0.0005599565736563701,1e-09
cave-knight,e2_board1_words,0.0,budget=8,castle,0.00023905164509864857,1e-09
cave-knight,e2_board1_words,0.0,budget=8,opposite,1e-09,1e-09
cave-knight,e2_board1_words,0.0,budget=8,dark,0.00017033869342171184,0.02780497763622167
cave-knight,e2_board1_words,0.0,budget=8,medieval,0.00025455314802995985,1e-09
cave-knight,e2_board1_words,0.0,budget=16,castle,0.00015449948704873394,1e-09
cave-knight,e2_board1_words,0.0,budget=16,opposite,0.00023337331283597071,1e-09
cave-knight,e2_board1_words,0.0,budget=16,dark,0.00011009018886837524,0.007226988130806462
cave-knight,e2_board1_words,0.0,budget=16,medieval,0.00016451813490360974,1e-09
cave-knight,e2_board1_words,0.0,budget=32,castle,0.00011412795120427018,1e-09
cave-knight,e2_board1_words,0.0,budget=32,opposite,0.00017239162775550978,1e-09
cave-knight,e2_board1_words,0.0,budget=32,dark,8.132303830417006e-05,0.0027799282678986443
cave-knight,e2_board1_words,0.0,budget=32,medieval,0.00012152867320895467,1e-09
cave-knight,e2_board1_words,0.0,budget=64,castle,9.410156523183509e-05,0.0015430292281564165
cave-knight,e2_board1_words,0.0,budget=64,opposite,0.00014214153354616925,1e-09
cave-knight,e2_board1_words,0.0,budget=64,dark,6.705303225967798e-05,0.0010995012501470644
cave-knight,e2_board1_words,0.0,budget=64,medieval,0.00010020365956664024,1e-09
cave-knight,e2_board1_words,0.0,budget=128,castle,8.302941382950383e-05,0.0007435376379144343
cave-knight,e2_board1_words,0.0,budget=128,opposite,0.00012541691715848877,0.0011231224458602236
cave-knight,e2_board1_words,0.0,budget=128,dark,5.916345759282228e-05,0.0005298153447132526
cave-knight,e2_board1_words,0.0,budget=128,medieval,8.841352528931837e-05,1e-09
cave-knight,e2_board1_words,0.0,budget=256,castle,7.77175504776773e-05,0.00040295360323684877
cave-knight,e2_board1_words,0.0,budget=256,opposite,0.00011739328438515328,0.0006086662105027704
cave-knight,e2_board1_words,0.0,budget=256,dark,5.537843506092788e-05,0.0002871287091816953
cave-knight,e2_board1_words,0.0,budget=256,medieval,8.275720973644094e-05,1e-09
cave-knight,e2_board1_words,0.0,budget=512,castle,7.529378915066223e-05,0.00024594514144624303
cave-knight,e2_board1_words,0.0,budget=512,opposite,0.00011373216407197843,0.0003715030614769374
cave-knight,e2_board1_words,0.0,budget=512,dark,5.3651359150450684e-05,0.00017525072471299212
cave-knight,e2_board1_words,0.0,budget=512,medieval,8.01762775884511e-05,1e-09
chair-table,e2_board10_words,0.0,budget=2,sit,0.007529171949064198,0.24183425076506973
chair-table,e2_board10_words,0.0,budget=2,meal,0.006664754395885522,1e-09
chair-table,e2_board10_words,0.0,budget=2,dinner,0.00585641805821498,1e-09
chair-table,e2_board10_words,0.0,budget=2,furniture,0.007051209588029378,1e-09
chair-table,e2_board10_words,0.0,budget=4,sit,0.0006936364119053043,0.08006003613831211
chair-table,e2_board10_words,0.0,budget=4,meal,0.0006140006307023869,1e-09
chair-table,e2_board10_words,0.0,budget=4,dinner,0.0005395314167346867,1e-09
chair-table,e2_board10_words,0.0,budget=4,furniture,0.0006496034027806839,1e-09
chair-table,e2_board10_words,0.0,budget=8,sit,0.0002959119747315973,0.03693272684473499
chair-table,e2_board10_words,0.0,budget=8,meal,0.00026193858338335613,1e-09
chair-table,e2_board10_words,0.0,budget=8,dinner,0.00023016929938432038,1e-09
chair-table,e2_board10_words,0.0,budget=8,furniture,0.00027712706889360946,1e-09
chair-table,e2_board10_words,0.0,budget=16,sit,0.00018321910942892866,0.01209527345433314
chair-table,e2_board10_words,0.0,budget=16,meal,0.0001621838859887447,0.010706625837416762
chair-table,e2_board10_words,0.0,budget=16,dinner,0.00014251337442266923,1e-09
chair-table,e2_board10_words,0.0,budget=16,furniture,0.00017158810422386993,1e-09
chair-table,e2_board10_words,0.0,budget=32,sit,0.00013585896458418055,0.004032731887014532
chair-table,e2_board10_words,0.0,budget=32,meal,0.00012026111736569029,0.0035697375160555845
chair-table,e2_board10_words,0.0,budget=32,dinner,0.00010567521886122888,0.0031367810440279136
chair-table,e2_board10_words,0.0,budget=32,furniture,0.00012723444758288243,1e-09
chair-table,e2_board10_words,0.0,budget=64,sit,0.00011162476706313034,0.001729192646661131
chair-table,e2_board10_words,0.0,budget=64,meal,9.880922656656303e-05,0.0015306655726729805
chair-table,e2_board10_words,0.0,budget=64,dinner,8.682512579006891e-05,0.0013450184310503724
chair-table,e2_board10_words,0.0,budget=64,furniture,0.00010453867079963794,1e-09
chair-table,e2_board10_words,0.0,budget=128,sit,9.865528980379783e-05,0.0008692250344002814
chair-table,e2_board10_words,0.0,budget=128,meal,8.732876348758964e-05,0.0007694300791939084
chair-table,e2_board10_words,0.0,budget=128,dinner,7.673707343304924e-05,0.0006761095672342893
chair-table,e2_board10_words,0.0,budget=128,furniture,9.239251408792932e-05,0.0008140454140485151
chair-table,e2_board10_words,0.0,budget=256,sit,9.234859037815662e-05,0.00047431460092832683
chair-table,e2_board10_words,0.0,budget=256,meal,8.17461306290327e-05,0.00041985896230762237
chair-table,e2_board10_words,0.0,budget=256,dinner,7.183153154159996e-05,0.00036893626722085107
chair-table,e2_board10_words,0.0,budget=256,furniture,8.648617275853149e-05,0.0004442044469742564
chair-table,e2_board10_words,0.0,budget=512,sit,8.913071175847419e-05,0.0002911672702139977
chair-table,e2_board10_words,0.0,budget=512,meal,7.889769379945277e-05,0.000257738614182921
chair-table,e2_board10_words,0.0,budget=512,dinner,6.932856805704381e-05,0.0002264787244571239
chair-table,e2_board10_words,0.0,budget=512,furniture,8.347256957218911e-05,0.0002726835648518373
circle-dance,e1_board3_words,0.0,budget=2,round,0.005255187356066535,1e-09
circle-dance,e1_board3_words,0.0,budget=2,move,0.005530695870952899,1e-09
circle-dance,e1_board3_words,0.0,budget=2,twirl,0.005650418197926807,1e-09
circle-dance,e1_board3_words,0.0,budget=4,round,0.0006499259103118071,1e-09
circle-dance,e1_board3_words,0.0,budget=4,move,0.0006839989338224662,1e-09
circle-dance,e1_board3_words,0.0,budget=4,twirl,0.0006988053787826714,1e-09
circle-dance,e1_board3_words,0.0,budget=8,round,0.0003095973480105348,0.062199291507179885
circle-dance,e1_board3_words,0.0,budget=8,move,0.00032582830226275065,1e-09
circle-dance,e1_board3_words,0.0,budget=8,twirl,0.00033288146943213497,1e-09
circle-dance,e1_board3_words,0.0,budget=16,round,0.00019621827993391018,0.016478460542485127
circle-dance,e1_board3_words,0.0,budget=16,move,0.0002065052218134879,0.01734236051104338
circle-dance,e1_board3_words,0.0,budget=16,twirl,0.00021097541620939027,1e-09
circle-dance,e1_board3_words,0.0,budget=32,round,0.0001488014256383225,0.0051747613977631765
circle-dance,e1_board3_words,0.0,budget=32,move,0.00015660249095015433,0.005446053500402145
circle-dance,e1_board3_words,0.0,budget=32,twirl,0.00015999244676474382,1e-09
circle-dance,e1_board3_words,0.0,budget=64,round,0.00012250641849605485,0.0019430097705185445
circle-dance,e1_board3_words,0.0,budget=64,move,0.00012892894145043304,0.0020448740238771415
circle-dance,e1_board3_words,0.0,budget=64,twirl,0.00013171985117407133,1e-09
circle-dance,e1_board3_words,0.0,budget=128,round,0.00010764142072580978,0.0009277859177832865
